 no_of_dependents, self_employed, income_annum, loan_amount, loan_term, cibil_score, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
5,0,2500000,6400000,16,590,3900000,5800000,3500000,0
5,0,8100000,25300000,8,796,12600000,21500000,7800000,0
0,1,6100000,19200000,6,890,5900000,16700000,7600000,0
0,1,2000000,4600000,16,651,2400000,7200000,1600000,0
4,0,4800000,10100000,12,634,300000,15000000,6900000,0
4,1,900000,2800000,2,660,1400000,2400000,900000,0
4,0,1300000,3500000,12,512,1400000,3200000,700000,1
4,1,4200000,9100000,2,900,5300000,10900000,5900000,0
2,1,3300000,11100000,20,823,1500000,11700000,2900000,0
2,1,8700000,28400000,12,880,1800000,19400000,4400000,0
1,1,800000,2600000,2,439,0,1800000,400000,0
5,1,7400000,17100000,2,441,1600000,20600000,10800000,1
3,0,6900000,18500000,6,360,0,18800000,9600000,1
1,1,8800000,33700000,14,561,7100000,25700000,11900000,0
2,1,8600000,32500000,4,758,600000,18000000,6900000,0
2,0,5400000,20600000,18,621,2200000,11600000,5500000,0
4,1,2900000,5900000,18,621,3100000,8500000,3500000,0
3,0,9800000,21000000,12,342,16600000,26900000,7000000,1
4,0,3300000,10800000,4,552,900000,8600000,3300000,0
0,0,300000,500000,18,376,0,800000,300000,1
0,0,1500000,4300000,12,801,2200000,3300000,1100000,0
3,1,5400000,16300000,4,512,3400000,13100000,6000000,0
0,0,6600000,15200000,18,497,6900000,14500000,9300000,1
0,0,5700000,17200000,8,386,7100000,14400000,2900000,1
3,1,8500000,26100000,2,683,10400000,24100000,5700000,0
0,0,7400000,24100000,16,779,2900000,28900000,4900000,0
3,1,7800000,17700000,6,876,15200000,25100000,10800000,0
3,1,7200000,16500000,18,515,6300000,17300000,10600000,1
2,0,7600000,19300000,12,463,1500000,16000000,9600000,1
4,1,7000000,26700000,4,486,12200000,18800000,6000000,0
0,0,5700000,13000000,6,328,7500000,20700000,8200000,1
2,0,8200000,30600000,10,343,11500000,16900000,7000000,1
0,1,9000000,27800000,8,712,6700000,24400000,5800000,0
3,0,3900000,11900000,6,607,6000000,8800000,2000000,0
0,0,6500000,16200000,4,812,10700000,20200000,6200000,0
4,1,2300000,7700000,16,589,4400000,6300000,2300000,0
1,0,5700000,21800000,18,657,3200000,21800000,3200000,0
4,0,800000,2800000,12,453,300000,2900000,600000,1
4,1,8400000,19700000,14,889,5800000,22000000,12100000,0
1,1,4300000,17200000,4,564,6600000,11500000,2200000,0
1,1,300000,900000,20,419,0,600000,300000,1
1,0,8700000,34000000,16,663,10700000,17800000,8100000,0
1,0,4400000,12100000,4,884,6500000,15000000,6000000,0
1,1,5600000,16800000,16,528,6500000,12300000,3900000,1
2,0,600000,1300000,12,475,1100000,2300000,600000,1
4,1,2500000,5100000,20,695,4100000,6700000,3500000,0
5,0,3800000,10500000,10,759,6700000,8100000,5300000,0
2,0,2500000,9600000,4,636,1000000,7300000,2000000,0
3,1,5500000,20400000,10,546,8200000,13500000,4000000,1
5,1,4500000,17100000,2,639,7500000,12000000,6500000,0
4,0,1900000,4000000,10,388,1400000,5600000,900000,1
5,1,6400000,20000000,12,594,2100000,16500000,5500000,0
1,1,3800000,11100000,6,760,1800000,8700000,5700000,0
4,1,6300000,16900000,16,582,3600000,23700000,6000000,0
3,0,300000,600000,6,896,400000,600000,400000,0
5,1,7100000,21800000,18,891,0,18900000,4700000,0
2,1,600000,1700000,2,495,200000,1200000,500000,1
3,1,4400000,15300000,16,865,8400000,15000000,3400000,0
4,0,7600000,20800000,12,775,13600000,19200000,6400000,0
5,1,8700000,26400000,10,318,2900000,23200000,9200000,1
3,1,5600000,12700000,12,395,9300000,22000000,6400000,1
4,0,4100000,13100000,14,772,4200000,10500000,3800000,0
2,1,7900000,16100000,18,318,2900000,29900000,9300000,1
3,1,5600000,20900000,14,649,10700000,13000000,8200000,0
3,0,1200000,3100000,10,438,2200000,3900000,1000000,1
5,0,6900000,19700000,6,588,7500000,17100000,7300000,0
5,0,2700000,5600000,2,815,2000000,7100000,2600000,0
4,1,9800000,22100000,4,364,11100000,26500000,7300000,1
2,0,9300000,32300000,4,586,6400000,37000000,10400000,0
4,0,6700000,25300000,12,555,3600000,23500000,4900000,0
4,0,1300000,4600000,10,312,600000,3100000,800000,1
2,1,7900000,17100000,16,605,14100000,21900000,10400000,0
5,0,6700000,23200000,18,672,6700000,20800000,5400000,0
2,1,2100000,4500000,18,591,500000,5500000,1500000,0
4,1,4700000,11000000,4,321,100000,9600000,6900000,1
2,0,3700000,13400000,16,393,600000,14200000,3500000,1
0,1,5800000,21800000,2,561,7200000,15000000,4200000,0
5,1,2400000,6900000,20,725,400000,8800000,2400000,0
1,1,8100000,27600000,16,438,10500000,32200000,8000000,1
5,1,5400000,21400000,12,399,9700000,12400000,6800000,1
0,0,1400000,5400000,8,592,400000,4300000,800000,0
2,0,2500000,8600000,8,835,4000000,7700000,1300000,0
0,1,1600000,5300000,4,733,2100000,5500000,1100000,0
0,0,3700000,10600000,20,484,1300000,13900000,3500000,1
5,1,500000,1800000,20,615,700000,1100000,300000,0
3,1,5300000,19500000,4,591,4700000,19800000,7900000,0
0,1,2800000,6800000,12,349,2000000,11100000,1400000,1
1,1,9600000,29900000,18,478,15200000,38200000,9400000,1
4,0,2200000,7800000,20,633,3900000,8400000,1900000,0
1,1,8400000,30900000,8,378,1000000,25900000,11100000,1
1,0,2100000,5300000,20,461,3800000,8100000,1700000,1
2,1,2800000,7000000,2,834,2900000,8100000,1300000,0
0,0,2500000,5800000,20,671,500000,7500000,2000000,0
3,1,1700000,5800000,10,524,2900000,6600000,800000,1
3,0,6100000,20700000,4,816,5400000,24200000,5900000,0
3,0,4100000,11700000,10,729,6200000,15400000,2100000,0
5,1,4500000,12700000,8,307,3800000,12600000,2700000,1
2,1,5600000,19100000,8,350,1200000,14200000,4200000,1
3,1,5800000,16600000,10,444,5900000,15000000,8500000,1
4,0,8600000,26700000,10,895,8800000,22600000,6900000,0
2,0,2900000,10500000,20,708,600000,7700000,4300000,0
2,1,8300000,17600000,2,355,700000,28400000,6800000,1
5,0,2400000,5100000,6,756,200000,5300000,3400000,0
4,0,5600000,12000000,4,719,2900000,14500000,3400000,0
1,1,9500000,35400000,14,439,1200000,20200000,13500000,1
4,1,4900000,15900000,10,668,8300000,14900000,2800000,0
4,1,5900000,16500000,2,765,9400000,20000000,3500000,0
5,1,500000,1500000,4,476,200000,1100000,700000,0
3,0,7000000,21700000,14,781,8500000,19300000,9600000,0
1,0,3500000,12700000,4,350,6800000,12900000,1800000,0
0,0,5200000,12200000,16,783,2000000,11400000,5100000,0
3,1,6300000,19900000,12,770,2400000,15500000,3100000,0
2,0,8400000,28300000,10,822,16000000,33000000,4400000,0
1,1,7500000,22500000,14,469,9600000,16200000,4500000,1
2,0,3300000,13000000,16,300,5900000,7400000,3100000,1
2,0,8800000,22400000,14,692,5100000,18600000,10900000,0
5,0,200000,700000,18,707,100000,500000,200000,0
5,1,8000000,29100000,4,658,8600000,28800000,4600000,0
3,0,1000000,4000000,6,625,100000,2800000,500000,0
1,0,9400000,26700000,10,343,2500000,28600000,13200000,1
5,0,2100000,7300000,18,358,3200000,7200000,2200000,1
4,1,5400000,11500000,20,705,3800000,13500000,6100000,0
2,1,4700000,15100000,8,799,2500000,10700000,4700000,0
3,0,8800000,33700000,12,397,16000000,22200000,8800000,1
5,0,3200000,12200000,6,493,6200000,6700000,2100000,1
0,1,7200000,21900000,4,446,10900000,24500000,7600000,0
2,1,2500000,7200000,16,315,3300000,4900000,2800000,1
5,1,6900000,15700000,14,887,5300000,25200000,4500000,0
5,1,5700000,20500000,16,429,1900000,22400000,3900000,1
4,1,5500000,15100000,18,673,8000000,13900000,7200000,0
4,1,9200000,29100000,10,731,8300000,35800000,5000000,0
5,1,5700000,11500000,2,732,3700000,15600000,5300000,0
5,1,5000000,16400000,14,525,9100000,15300000,3300000,1
4,0,2300000,5500000,6,343,4100000,4800000,3200000,1
0,1,3000000,11000000,16,331,4500000,6600000,2400000,1
0,0,7900000,26200000,18,845,14700000,27400000,6300000,0
2,0,2000000,6200000,16,696,600000,5400000,1300000,0
5,0,2700000,8700000,14,772,2800000,7600000,3700000,0
3,1,6400000,15800000,18,628,2700000,24800000,5300000,0
0,1,8200000,19100000,2,764,8900000,20500000,4000000,0
1,0,2800000,6900000,14,553,4900000,6800000,4200000,0
1,0,8900000,20000000,2,653,600000,17800000,9900000,0
1,0,5100000,20000000,4,506,8900000,20300000,6700000,0
3,0,2800000,8500000,20,431,1700000,7800000,2200000,1
2,1,6100000,12300000,18,697,9100000,12600000,3500000,0
2,0,8400000,24500000,6,588,1300000,22900000,10400000,0
1,0,1600000,5600000,6,846,2800000,4600000,1200000,0
5,0,4100000,11000000,14,379,1700000,8500000,5400000,1
1,0,300000,700000,10,745,0,900000,100000,0
3,0,9600000,34500000,20,523,2600000,24300000,5300000,1
4,1,8300000,25400000,4,624,4000000,24800000,5400000,0
1,0,4600000,16700000,16,407,6000000,9800000,2800000,1
3,1,5600000,11600000,12,756,1800000,18400000,7800000,0
3,1,4100000,8300000,16,351,100000,11100000,2200000,1
3,0,3700000,13400000,18,373,100000,13200000,2500000,1
4,1,800000,2400000,2,461,1300000,2300000,300000,0
4,0,8100000,28100000,12,672,9200000,17200000,9500000,0
2,1,2700000,9500000,10,434,1500000,8100000,1800000,1
2,1,7000000,21400000,12,541,1300000,19800000,9600000,1
3,1,8100000,29300000,2,413,15100000,25500000,6400000,0
1,0,3200000,7600000,4,592,1400000,8100000,4700000,0
4,1,400000,1400000,10,665,300000,1500000,200000,0
1,0,7800000,23900000,4,313,15300000,23000000,10900000,0
0,0,5800000,19600000,14,673,10700000,18000000,7200000,0
0,1,2600000,6000000,8,382,2200000,8200000,1600000,1
5,0,5400000,21100000,12,661,10400000,20100000,5400000,0
3,1,600000,1700000,4,576,100000,2100000,500000,0
1,0,600000,1200000,14,443,1000000,2200000,800000,1
5,1,9500000,21700000,16,307,2700000,28500000,9700000,1
4,1,1900000,4800000,12,656,1600000,5400000,1700000,0
1,1,9800000,21200000,4,885,16400000,37300000,10800000,0
3,0,7800000,16600000,20,896,10800000,30500000,5500000,0
5,0,4900000,14100000,2,802,7500000,16100000,2700000,0
3,1,8300000,22700000,2,650,16000000,18000000,5800000,0
4,1,3900000,8900000,10,665,4000000,9200000,5300000,0
2,0,9000000,35700000,12,339,8400000,19500000,9000000,1
1,0,9600000,32400000,20,447,18400000,19800000,4700000,1
5,1,1000000,2400000,18,613,1300000,2600000,600000,0
5,0,2800000,7200000,16,424,5000000,6100000,3200000,1
2,0,8300000,20800000,6,667,4100000,25400000,6800000,0
4,1,6900000,18300000,18,715,600000,15000000,7500000,0
5,1,3800000,9100000,18,654,4000000,10200000,3000000,0
2,0,8000000,17800000,20,549,9700000,27400000,10800000,1
4,1,9800000,29700000,4,373,5500000,37800000,10000000,0
0,1,2900000,7200000,16,332,5700000,7600000,3600000,1
4,0,7900000,31500000,20,534,8500000,21600000,6400000,1
3,0,4600000,17900000,8,396,4000000,12300000,2600000,1
2,0,1000000,3700000,18,892,800000,3000000,500000,0
5,0,9000000,21300000,14,602,7700000,35400000,11000000,0
0,1,9400000,36100000,10,615,3800000,27400000,9100000,0
5,1,7400000,23300000,20,482,3600000,29100000,6800000,1
0,0,6600000,20100000,16,397,7000000,17200000,8400000,1
0,0,1300000,3400000,10,464,200000,3500000,1400000,1
0,1,1100000,3400000,14,832,200000,4400000,1600000,0
5,0,9200000,34800000,12,802,11000000,19800000,12500000,0
2,0,7000000,23900000,18,628,6600000,25200000,7200000,0
4,0,5100000,18800000,10,694,5300000,13500000,4100000,0
1,1,3200000,9300000,20,741,3500000,6900000,2300000,0
1,1,3700000,10900000,14,748,2800000,13200000,4100000,0
5,0,3600000,12800000,4,320,2900000,12600000,2900000,0
1,0,5600000,11700000,10,774,4300000,13100000,6500000,0
0,1,9500000,32000000,2,500,9700000,24500000,5600000,0
4,0,1500000,4000000,18,706,2700000,4400000,1700000,0
4,0,7400000,18300000,10,601,12600000,28800000,6100000,0
2,0,6000000,17400000,16,806,2100000,20200000,3500000,0
0,1,3000000,9600000,6,644,700000,10500000,3000000,0
4,1,6000000,12900000,14,723,1600000,13600000,4100000,0
5,1,600000,1500000,12,509,100000,1900000,800000,1
0,0,1800000,6600000,4,898,100000,4600000,1400000,0
2,1,5500000,12000000,2,567,4700000,11500000,7000000,0
1,0,1000000,2100000,6,715,1000000,2200000,1100000,0
2,1,1700000,3500000,10,854,2400000,3400000,1700000,0
1,1,3400000,12300000,8,523,4700000,8300000,2600000,1
1,1,9600000,35900000,8,534,17700000,31900000,5400000,1
0,1,2600000,7600000,18,470,700000,5500000,2900000,1
1,0,1600000,3500000,18,619,100000,6300000,1500000,0
0,1,4300000,12800000,20,572,2200000,11000000,6100000,0
3,0,1400000,3500000,16,365,2200000,2900000,1600000,1
0,0,8000000,18000000,16,791,10300000,23400000,10600000,0
4,1,5000000,18100000,12,424,2000000,14500000,6100000,1
5,0,4500000,10200000,12,726,8600000,17500000,4200000,0
1,0,3400000,9900000,2,736,4800000,10600000,4500000,0
5,1,5700000,12800000,14,488,1000000,13200000,5500000,1
2,1,2600000,7600000,10,400,2800000,10100000,3200000,1
0,1,4500000,12200000,20,311,5000000,12700000,2400000,1
2,1,5100000,16800000,2,504,2700000,17100000,4400000,0
4,1,5100000,18600000,20,312,6000000,16500000,5500000,1
5,1,1700000,6500000,14,587,1000000,6400000,1500000,0
1,0,5200000,10500000,20,317,8000000,19300000,5300000,1
4,0,8400000,29000000,2,463,1100000,20100000,6700000,0
1,1,9000000,34000000,16,842,16900000,22900000,5800000,0
4,1,3400000,11800000,20,616,3300000,9900000,2900000,0
1,0,5400000,19400000,8,800,6100000,19500000,3000000,0
0,1,700000,2100000,12,813,1300000,2200000,500000,0
2,0,7600000,24800000,12,564,6200000,24700000,6700000,0
2,0,5000000,14700000,12,837,7200000,11700000,4800000,0
5,1,2500000,9400000,16,735,2200000,9500000,1700000,0
4,1,2000000,5200000,16,724,3800000,4600000,2800000,0
5,0,9000000,23900000,12,658,4600000,32100000,6100000,0
5,0,8300000,31800000,16,858,11100000,26300000,8500000,0
0,1,3100000,8500000,8,614,4600000,11000000,3300000,0
2,1,8500000,25600000,16,714,14800000,17200000,5700000,0
2,1,1200000,4600000,20,605,1500000,4600000,600000,0
4,1,2800000,5500000,8,875,4000000,6000000,3300000,0
5,1,2800000,10900000,6,359,3300000,7600000,3000000,1
5,1,6500000,24100000,6,441,9600000,15300000,5200000,1
4,0,8700000,25200000,18,790,9100000,18400000,8400000,0
1,1,5400000,13600000,4,821,8700000,19900000,5600000,0
2,0,8600000,33300000,16,375,11200000,25500000,11200000,1
3,0,4700000,9600000,10,545,7200000,12000000,5300000,1
5,1,1100000,3900000,4,891,200000,3400000,900000,0
0,0,6400000,14000000,8,486,12700000,23900000,3700000,1
0,0,4300000,9900000,4,696,2100000,17000000,2100000,0
5,1,2900000,11100000,4,683,3900000,9400000,3300000,0
5,0,9600000,27100000,8,594,4600000,26800000,13300000,0
3,1,900000,2500000,20,529,300000,3200000,700000,1
5,0,8100000,26300000,4,429,8500000,22200000,6900000,0
0,1,8800000,25000000,4,400,4000000,23600000,9400000,1
0,0,8800000,17500000,4,848,8200000,31600000,5100000,0
1,0,6400000,21500000,6,489,4600000,17600000,8900000,1
2,0,2900000,6600000,10,326,2200000,7400000,3400000,1
5,0,1600000,6100000,8,663,800000,6400000,1200000,0
1,0,1600000,5100000,18,729,2000000,6200000,900000,0
2,1,3100000,10700000,4,398,3000000,7400000,2000000,0
2,1,5600000,16700000,14,856,10200000,14700000,5200000,0
3,1,8100000,19900000,20,347,14400000,29800000,5500000,1
3,0,9100000,19300000,12,696,7700000,30100000,13300000,0
0,1,5500000,17100000,8,353,200000,17100000,5200000,1
1,1,9700000,34300000,20,756,18500000,26800000,14100000,0
4,0,2300000,5400000,16,490,3700000,5500000,2100000,1
1,1,5600000,18000000,10,531,9000000,19800000,8400000,1
2,1,4500000,16600000,4,679,3100000,11700000,5000000,0
1,1,500000,1800000,8,877,200000,1100000,600000,0
0,0,4200000,11000000,20,817,2400000,11700000,6100000,0
1,0,9100000,23300000,18,792,12600000,32100000,12400000,0
4,1,3200000,12800000,18,664,3400000,7600000,2100000,0
4,1,6200000,21300000,16,882,3500000,12900000,4100000,0
3,1,2500000,7700000,10,768,400000,8000000,2600000,0
0,0,9100000,27100000,12,787,2900000,34800000,9500000,0
3,1,500000,900000,12,538,700000,1500000,300000,1
4,0,6900000,18000000,8,347,9300000,18300000,8700000,1
0,1,1800000,5200000,16,317,1500000,4000000,1300000,1
0,1,4000000,14500000,2,713,4900000,12200000,4700000,0
1,0,3900000,12300000,10,683,700000,11700000,2400000,0
2,1,8000000,28100000,18,765,10500000,17700000,8200000,0
5,0,900000,3200000,10,803,1700000,2300000,800000,0
0,1,8200000,29700000,6,405,800000,23900000,5700000,1
5,0,2300000,4900000,4,529,3900000,9200000,2000000,1
5,1,6900000,19400000,6,801,9400000,17000000,5500000,0
3,0,8800000,30700000,12,707,100000,32800000,8000000,0
1,0,2600000,7200000,8,349,1400000,9400000,3000000,1
1,0,3700000,8700000,20,885,3500000,10900000,2600000,0
2,1,6200000,23800000,4,489,7500000,21300000,3300000,0
3,1,1000000,2600000,6,341,1700000,3600000,1100000,1
1,0,6000000,20000000,12,637,4300000,20000000,8600000,0
1,1,9100000,31400000,4,304,16700000,30200000,9600000,0
1,0,1700000,6700000,16,537,2900000,3500000,1100000,1
5,1,1700000,4600000,12,503,2200000,4800000,1200000,1
1,0,7100000,14300000,12,720,500000,27300000,8400000,0
5,0,9400000,36800000,10,509,7400000,22400000,6300000,1
5,0,6200000,16400000,6,360,7200000,22400000,6300000,1
1,0,8300000,31800000,16,818,7400000,32200000,8500000,0
1,1,8900000,21200000,8,716,9200000,23800000,7900000,0
1,1,6500000,14800000,12,360,2100000,15000000,7300000,1
3,1,8100000,26700000,10,895,9800000,17100000,9900000,0
2,0,4900000,13500000,8,328,8100000,18300000,3400000,1
4,0,9100000,26600000,2,812,11900000,33100000,10400000,0
3,1,9000000,33100000,16,456,7000000,26000000,7100000,1
4,1,1300000,3900000,16,566,200000,3400000,1600000,0
1,0,6700000,25000000,20,598,12900000,13600000,7000000,0
5,0,3200000,9300000,6,656,3200000,12700000,4200000,0
0,0,7500000,28700000,2,895,4100000,21500000,7200000,0
3,0,4900000,12800000,14,653,1000000,13000000,7200000,0
1,1,700000,1800000,16,641,400000,1600000,900000,0
2,0,6400000,16500000,8,544,6300000,15200000,5400000,1
0,1,3900000,14100000,20,811,3600000,10500000,5300000,0
4,0,9700000,26900000,10,460,3900000,31400000,9300000,1
5,1,3600000,12500000,12,795,2700000,11100000,4800000,0
2,1,3400000,10300000,4,745,4000000,10000000,3900000,0
0,0,9800000,20100000,16,606,800000,37300000,8700000,0
1,0,5100000,14200000,6,451,7600000,11400000,5600000,1
4,1,5900000,11800000,8,479,1200000,15700000,3900000,1
5,0,1200000,2400000,14,495,1800000,4100000,1300000,1
2,0,9700000,30200000,14,769,13600000,26400000,7500000,0
5,1,4700000,11800000,4,639,700000,9400000,5500000,0
5,0,4200000,12500000,18,723,300000,12900000,6100000,0
4,0,9300000,26100000,16,623,10500000,21100000,10700000,0
3,1,5300000,20800000,6,487,3400000,18500000,4200000,1
0,0,7600000,30100000,2,743,8700000,27600000,9600000,0
2,0,6200000,16900000,12,754,4200000,15300000,7900000,0
0,0,8900000,21600000,10,552,9900000,20700000,11900000,0
4,1,7900000,27300000,10,560,14400000,28500000,10900000,0
1,1,3500000,10800000,14,632,1500000,10900000,4200000,0
2,0,5300000,16700000,18,339,3300000,12000000,4100000,1
2,0,1400000,3100000,4,881,400000,5000000,1100000,0
1,1,9100000,23600000,20,535,17600000,26400000,4500000,1
4,0,4400000,17200000,4,563,3700000,12700000,2900000,0
5,0,2800000,8200000,14,615,3300000,6700000,2700000,0
3,0,1300000,3300000,8,795,800000,4600000,1600000,0
4,0,8400000,28700000,14,878,8300000,23900000,8600000,0
5,1,5300000,14000000,6,633,4500000,12800000,6100000,0
2,0,6000000,13900000,4,533,9600000,14600000,4100000,1
2,1,2100000,6800000,12,795,1900000,7200000,2400000,0
0,0,4300000,11000000,4,374,7300000,9300000,4700000,1
4,1,7300000,22900000,12,848,2900000,28500000,4100000,0
2,0,5200000,16200000,12,890,9600000,15800000,3900000,0
3,0,4700000,9800000,14,444,300000,15700000,3800000,1
4,0,7800000,28500000,4,803,11300000,21100000,9800000,0
3,1,500000,1900000,18,618,600000,1000000,400000,0
1,1,6000000,20300000,14,845,7800000,23700000,8700000,0
4,0,4800000,10800000,12,833,4000000,16400000,7100000,0
3,1,8900000,19300000,12,767,2200000,24700000,7700000,0
1,1,1800000,4000000,16,747,200000,4600000,900000,0
2,0,3000000,7000000,4,588,3400000,11900000,3400000,0
4,0,7700000,24500000,20,582,6600000,29100000,6500000,0
1,0,8300000,20400000,14,348,12500000,29100000,4700000,1
4,0,4200000,9400000,4,726,8100000,16100000,5500000,0
4,1,8000000,31200000,6,482,11500000,22200000,5700000,1
2,1,9400000,30000000,16,565,3900000,28200000,9000000,0
1,0,800000,2400000,16,872,1200000,1900000,900000,0
0,1,500000,1300000,4,825,0,1800000,200000,0
2,1,6100000,22300000,8,694,10900000,22900000,7200000,0
3,1,8500000,30800000,20,448,1400000,22900000,7900000,1
5,1,7600000,18000000,12,452,4300000,23800000,4700000,1
3,0,8700000,17900000,12,897,3500000,31600000,12500000,0
4,0,9400000,20200000,10,803,1000000,34400000,4800000,0
1,1,400000,900000,8,828,500000,1500000,300000,0
0,0,2700000,7500000,6,832,1200000,10000000,2500000,0
